"Seq ID",GeneID,"Locus Tag","Feature Type","Total Reads Mapping","Total RPKM (Reads Mapped)","Total Reads Mapping (Reads Mapped to Gene Models)","Total RPKM (Reads Mapped to Gene Models)","Sense Reads Mapping","Sense RPKM (Reads Mapped)","Sense RPKM (Reads Mapped to Gene Models)","Antisense Reads Mapping","Antisense RPKM (Reads Mapped)","Antisense RPKM (Reads Mapped to Gene Models)"
17,ENSG00000126353,,,8,0.032494570852838,0,0,4,0.016247285426419,,4,0.016247285426419,
5,ENSG00000134061,,,1484,9.00058391169252,0,0,750,4.54881262383382,,734,4.4517712878587,
5,ENSG00000164400,,,7,0.17614435053764,0,0,4,0.100653914592937,,3,0.075490435944703,
17,ENSG00000108342,,,17,0.0330627986644079,0,0,9,0.0175038345870395,,8,0.0155589640773684,
4,ENSG00000081041,,,349,2.90621074918187,0,0,176,1.46559625173641,,173,1.44061449744545,
5,ENSG00000113302,,,8,0.0569628764750441,0,0,3,0.0213610786781415,,5,0.0356017977969025,
6,ENSG00000226979,,,4,0.013544549916721,0,0,1,0.00338613747918026,,3,0.0101584124375408,
1,ENSG00000162711,,,436,0.326830766424508,0,0,218,0.163415383212254,,218,0.163415383212254,
17,ENSG00000007171,,,0,0,0,0,0,,,0,,
1,ENSG00000169403,,,3071,5.89375528113166,0,0,1536,2.94783722299519,,1535,2.94591805813647,
7,ENSG00000006128,,,0,0,0,0,0,,,0,,
6,ENSG00000232810,,,733,8.59361390699302,0,0,353,4.13853439177154,,380,4.45507951522149,
1,ENSG00000186827,,,71,0.441550393577155,0,0,34,0.211446667346807,,37,0.230103726230348,
19,ENSG00000127533,,,60,0.288128611469493,0,0,30,0.144064305734747,,30,0.144064305734747,
7,ENSG00000233038,,,80,0.240926100684892,0,0,43,0.12949777911813,,37,0.111428321566763,
X,ENSG00000240143,,,50,3.03441948405179,0,0,13,0.788949065853464,,37,2.24547041819832,
3,ENSG00000181631,,,93,0.66003567618705,0,0,46,0.326469259189293,,47,0.333566416997756,
19,ENSG00000134830,,,88,0.326520308213848,0,0,43,0.159549696059039,,45,0.166970612154809,
16,ENSG00000140955,,,0,0,0,0,0,,,0,,
